stripe_00031.jpg,0,4
stripe_00231.jpg,0,4
fog_00388.jpg,1,0
stronglight_00563.jpg,1,3
stripe_00736.jpg,0,4
indoor_00777.jpg,0,5
rainy_00428.jpg,1,1
stripe_00748.jpg,0,4
indoor_00974.jpg,0,5
outdoor_00917.jpg,1,5
indoor_00762.jpg,0,5
indoor_00187.jpg,0,5
indoor_01290.jpg,0,5
indoor_01111.jpg,0,5
indoor_00537.jpg,0,5
fog_00329.jpg,1,0
stripe_00408.jpg,0,4
stripe_00853.jpg,0,4
stripe_00851.jpg,0,4
stripe_00313.jpg,0,4
stripe_00706.jpg,0,4
rainy_00671.jpg,1,1
fog_00492.jpg,1,0
indoor_00331.jpg,0,5
fog_00367.jpg,1,0
indoor_00803.jpg,0,5
indoor_00309.jpg,0,5
rainy_00007.jpg,1,1
indoor_01126.jpg,0,5
indoor_00054.jpg,0,5
outdoor_00456.jpg,1,5
indoor_00678.jpg,0,5
indoor_00364.jpg,0,5
fog_00120.jpg,1,0
rainy_00342.jpg,1,1
fog_00272.jpg,1,0
indoor_00138.jpg,0,5
wdr_00014.jpg,0,2
fog_00395.jpg,1,0
stripe_00029.jpg,0,4
outdoor_00344.jpg,1,5
stripe_00468.jpg,0,4
stronglight_00261.jpg,1,3
outdoor_00040.jpg,1,5
rainy_00325.jpg,1,1
stronglight_00534.jpg,1,3
indoor_00672.jpg,0,5
stronglight_00210.jpg,1,3
fog_00035.jpg,1,0
indoor_01163.jpg,0,5
rainy_00651.jpg,1,1
indoor_00668.jpg,0,5
stronglight_00094.jpg,1,3
stronglight-indoor_00013.jpg,0,3
outdoor_00233.jpg,1,5
outdoor_00714.jpg,1,5
stripe_00560.jpg,0,4
stronglight_00536.jpg,1,3
stripe_00154.jpg,0,4
indoor_01193.jpg,0,5
rainy_00150.jpg,1,1
indoor_00629.jpg,0,5
outdoor_00126.jpg,1,5
outdoor_00179.jpg,1,5
outdoor_00009.jpg,1,5
indoor_00774.jpg,0,5
outdoor_00583.jpg,1,5
indoor_00051.jpg,0,5
fog_00112.jpg,1,0
fog_00434.jpg,1,0
rainy_00740.jpg,1,1
wdr_00034.jpg,0,2
rainy_00547.jpg,1,1
outdoor_00827.jpg,1,5
indoor_00917.jpg,0,5
outdoor_00497.jpg,1,5
stronglight_00280.jpg,1,3
stripe_00380.jpg,0,4
wdr_00148.jpg,0,2
outdoor_00440.jpg,1,5
stripe_00993.jpg,0,4
outdoor_00119.jpg,1,5
indoor_00871.jpg,0,5
rainy_00542.jpg,1,1
indoor_01307.jpg,0,5
stronglight_00518.jpg,1,3
indoor_00240.jpg,0,5
outdoor_00301.jpg,1,5
stripe_00733.jpg,0,4
stripe_00299.jpg,0,4
stripe_00319.jpg,0,4
outdoor_00103.jpg,1,5
stripe_00386.jpg,0,4
stronglight_00238.jpg,1,3
stripe_00945.jpg,0,4
outdoor_00249.jpg,1,5
wdr_00182.jpg,0,2
outdoor_00406.jpg,1,5
outdoor_00177.jpg,1,5
stronglight_00496.jpg,1,3
outdoor_00918.jpg,1,5
indoor_00371.jpg,0,5
outdoor_00147.jpg,1,5
rainy_00586.jpg,1,1
stronglight_00169.jpg,1,3
wdr_00125.jpg,0,2
stripe_00252.jpg,0,4
outdoor_00500.jpg,1,5
outdoor_00622.jpg,1,5
stronglight_00501.jpg,1,3
stripe_00097.jpg,0,4
fog_00403.jpg,1,0
stripe_00305.jpg,0,4
indoor_00686.jpg,0,5
outdoor_00889.jpg,1,5
rainy_00381.jpg,1,1
indoor_01047.jpg,0,5
wdr_00187.jpg,0,2
stronglight_00461.jpg,1,3
fog_00145.jpg,1,0
indoor_01191.jpg,0,5
outdoor_00581.jpg,1,5
outdoor_00954.jpg,1,5
outdoor_00389.jpg,1,5
stripe_00999.jpg,0,4
outdoor_00129.jpg,1,5
fog_00428.jpg,1,0
indoor_01189.jpg,0,5
stronglight_00345.jpg,1,3
rainy_00565.jpg,1,1
rainy_00463.jpg,1,1
stripe_00984.jpg,0,4
stripe_00810.jpg,0,4
wdr_00029.jpg,0,2
stripe_00578.jpg,0,4
wdr_00192.jpg,0,2
fog_00241.jpg,1,0
outdoor_00493.jpg,1,5
rainy-light_00021.jpg,1,1
outdoor_00661.jpg,1,5
rainy_00235.jpg,1,1
fog_00038.jpg,1,0
fog_00053.jpg,1,0
stripe_00621.jpg,0,4
wdr_00073.jpg,0,2
stripe_00721.jpg,0,4
outdoor_00669.jpg,1,5
outdoor_00735.jpg,1,5
stripe_00263.jpg,0,4
stronglight_00046.jpg,1,3
rainy_00679.jpg,1,1
outdoor_00030.jpg,1,5
outdoor_00323.jpg,1,5
indoor_00002.jpg,0,5
outdoor_00677.jpg,1,5
stronglight_00442.jpg,1,3
rainy_00606.jpg,1,1
fog_00311.jpg,1,0
indoor_01294.jpg,0,5
rainy-light_00004.jpg,1,1
rainy_00181.jpg,1,1
outdoor_00849.jpg,1,5
outdoor_00380.jpg,1,5
stronglight_00232.jpg,1,3
wdr_00046.jpg,0,2
rainy_00612.jpg,1,1
outdoor_01018.jpg,1,5
stripe_00544.jpg,0,4
stripe_00320.jpg,0,4
outdoor_00479.jpg,1,5
indoor_00193.jpg,0,5
stronglight_00139.jpg,1,3
outdoor_00325.jpg,1,5
indoor_01311.jpg,0,5
outdoor_00539.jpg,1,5
outdoor_00870.jpg,1,5
indoor_00899.jpg,0,5
outdoor_00020.jpg,1,5
fog_00243.jpg,1,0
rainy_00595.jpg,1,1
rainy_00258.jpg,1,1
outdoor_00806.jpg,1,5
rainy_00481.jpg,1,1
outdoor_00135.jpg,1,5
indoor_00659.jpg,0,5
rainy_00227.jpg,1,1
wdr_00146.jpg,0,2
rainy_00552.jpg,1,1
stripe_00498.jpg,0,4
fog_00249.jpg,1,0
indoor_00736.jpg,0,5
wdr_00041.jpg,0,2
outdoor_00740.jpg,1,5
rainy_00477.jpg,1,1
indoor_00647.jpg,0,5
rainy_00402.jpg,1,1
indoor_00566.jpg,0,5
indoor_00424.jpg,0,5
stripe_00646.jpg,0,4
stronglight_00347.jpg,1,3
indoor_00546.jpg,0,5
wdr_00204.jpg,0,2
indoor_00302.jpg,0,5
outdoor_00839.jpg,1,5
rainy_00405.jpg,1,1
fog_00231.jpg,1,0
stripe_00169.jpg,0,4
outdoor_00620.jpg,1,5
outdoor_00579.jpg,1,5
fog_00292.jpg,1,0
outdoor_00990.jpg,1,5
outdoor_00751.jpg,1,5
outdoor_00888.jpg,1,5
rainy_00183.jpg,1,1
stronglight_00621.jpg,1,3
wdr_00078.jpg,0,2
stronglight_00177.jpg,1,3
wdr_00080.jpg,0,2
indoor_01089.jpg,0,5
wdr_00015.jpg,0,2
stripe_00794.jpg,0,4
indoor_00864.jpg,0,5
outdoor_00390.jpg,1,5
stripe_00115.jpg,0,4
indoor_01154.jpg,0,5
stripe_00074.jpg,0,4
indoor_00806.jpg,0,5
indoor_01115.jpg,0,5
stripe_00296.jpg,0,4
stronglight_00250.jpg,1,3
wdr_00193.jpg,0,2
indoor_00474.jpg,0,5
indoor_00407.jpg,0,5
fog_00484.jpg,1,0
stronglight_00202.jpg,1,3
outdoor_00776.jpg,1,5
indoor_00197.jpg,0,5
stripe_00272.jpg,0,4
outdoor_00382.jpg,1,5
stronglight_00392.jpg,1,3
indoor_01012.jpg,0,5
outdoor_00514.jpg,1,5
rainy_00423.jpg,1,1
stripe_00308.jpg,0,4
stripe_00698.jpg,0,4
indoor_00049.jpg,0,5
stronglight_00267.jpg,1,3
fog_00504.jpg,1,0
rainy_00653.jpg,1,1
rainy_00445.jpg,1,1
indoor_00310.jpg,0,5
rainy_00283.jpg,1,1
rainy-light_00022.jpg,1,1
rainy_00645.jpg,1,1
outdoor_00547.jpg,1,5
fog_00141.jpg,1,0
indoor_01040.jpg,0,5
rainy_00091.jpg,1,1
outdoor_00287.jpg,1,5
rainy_00735.jpg,1,1
fog_00361.jpg,1,0
indoor_00560.jpg,0,5
stronglight_00420.jpg,1,3
wdr_00055.jpg,0,2
outdoor_00971.jpg,1,5
stronglight_00454.jpg,1,3
outdoor_00837.jpg,1,5
indoor_00584.jpg,0,5
rainy_00206.jpg,1,1
stripe_00593.jpg,0,4
outdoor_00561.jpg,1,5
stripe_00869.jpg,0,4
stronglight_00459.jpg,1,3
indoor_00075.jpg,0,5
fog_00375.jpg,1,0
indoor_00294.jpg,0,5
fog_00308.jpg,1,0
stripe_00486.jpg,0,4
outdoor_00876.jpg,1,5
rainy_00290.jpg,1,1
outdoor_00022.jpg,1,5
outdoor_00691.jpg,1,5
outdoor_00845.jpg,1,5
indoor_00251.jpg,0,5
